Name;RAdeg;DEdeg;PosErr;Coord_Ref;GLON;GLAT;Xray_Type;Porb;Ppulse;Alt_Name;SpType;Vmag;e_Vmag;Gaia_DR3_ID;Gmag;e_Gmag;BP-RP;_2MASS_ID;Jmag;e_Jmag;Hmag;e_Hmag;Kmag;e_Kmag;WISE_ID;W1mag;e_W1mag;W2mag;e_W2mag;N_H;Min_Soft_Flux;Max_Soft_Flux;Soft_Xray_Var;Soft_Xray_Range;Min_Hard_Flux;Max_Hard_Flux;Hard_Xray_Var;Hard_Xray_Range;AG;Mean_Dist;Low_Dist;High_Dist;Incl;Mx;Mopt;B-V;E_B-V_;tMSP_Flag;Liu07_IDX;RK03_IDX;Orb_Ref;Pulse_Ref;Spect_Ref;Vmag_Ref;Gmag_Ref;JHK_Ref;WISE_Ref;N_H_Ref;AG_Ref;Dist_Ref;Mass_Ref
NGC 104-X4;5.974937499999999;-72.06390805555556;1.29639887684094;2010ApJS..189...37E;305.9194025218694;-44.904260525193465;QNS, GC;;;CXOGlb J002353.9-720350;;13.069999694824219;;;;;;;;;;;;;;;;;;0.05;0.013;0.037;2.8461538461538463;0.5,10.0;;;;;0.17421602787456447;4530.0;4490.0;4610.0;;1.4;;1.2100000381469727;;;;;;;;;;;;2005ApJ...625..796H;2005ApJ...625..796H;2016ApJ...831..184B;2005ApJ...625..796H
NGC 104-X5;6.0040753;-72.0814745;1.0189469946902259;2010ApJS..189...37E;305.90315860280094;-44.88824144106336;QNS, GC, XT;0.3611;;CXOGlb J002400.9-720453;;21.700000762939453;;;;;;;;;;;;;;;;;;0.035;;0.22007943236612493;;0.5,10.0;;;;;0.12195121951219512;4530.0;4490.0;4610.0;;1.4;;;0.04;;;39.0;2003A&A...404..301R;;;2004ApJ...613..512H;;;;1996AJ....112.1487H;1996AJ....112.1487H;2016ApJ...831..184B;
NGC 104-X7;6.014558333333333;-72.08109444444445;1.0040915989391666;2010ApJS..189...37E;305.8987379575558;-44.88910045290705;QNS, GC, XT;0.23;;CXOGlb J002403.4-720451;;;;;;;;;;;;;;;;;;;;0.035;;0.3939736129034131;;0.5,10.0;;;;;0.12195121951219512;4530.0;4490.0;4610.0;;1.4;;;0.04;;;54.0;2003A&A...404..301R;;;;;;;1996AJ....112.1487H;1996AJ....112.1487H;2016ApJ...831..184B;
NGC 104-X9;6.017766666666666;-72.08280277777777;0.10127191120937731;2022MNRAS.513.3818T;305.8969995280819;-44.88755910932433;XT, BH?, RP, GC;0.019569444444444445;;RX J0021.8-7221;WD?;19.77199935913086;;;;;;;;;;;;;;;;;;0.035;0.441500345075826;4.45220877546704;10.084270205275581;0.5,10.0;;;;;0.12195121951219512;4530.0;4490.0;4610.0;;;;;0.04;;;;2017MNRAS.467.2199B;;2017ApJ...851L...4C;2001ApJ...559.1060A;;;;1996AJ....112.1487H;1996AJ....112.1487H;2016ApJ...831..184B;
NGC 104-W37;6.0208625;-72.08090833333333;1.018943069103975;2010ApJS..189...37E;305.8960703498449;-44.889574730883105;GC, QNS;0.1286;;Cl* NGC  104     HH    2101;;12.960000038146973;;;;;;;;;;;;;;;;;;0.035;;0.025679766577029556;;0.5,10.0;;;;;0.12195121951219512;4530.0;4490.0;4610.0;;1.4;;1.1999998092651367;0.04;;;75.0;2003A&A...404..301R;;;2003ApJ...596.1177E;;;;1996AJ....112.1487H;1996AJ....112.1487H;2016ApJ...831..184B;
NGC 104-W17;6.034604166666666;-72.07539722222222;1.0040915989391666;2010ApJS..189...37E;305.8913309807522;-44.895655874676116;QNS, GC;;;GEN# +2.01040017;;14.260000228881836;;;;;;;;;;;;;;;;;;0.041;;0.015;;0.5,10.0;;;;;0.14285714285714285;4530.0;4490.0;4610.0;;1.4;;0.9799995422363281;;;;;;;;;;;;2005ApJ...625..796H;2005ApJ...625..796H;2016ApJ...831..184B;2005ApJ...625..796H
IGR J00291+5934;7.2626752;59.5719451;1.0083342692976671;2010ApJS..189...37E;120.09637592826951;-3.1764925258973586;XP, XT, RP;0.1025;0.00167;V1037 Cas;;;;;;;;;;;;;;;;;;;;0.6207000055080513;0.038091063372937;244.443;6417.3320026994115;0.2,12.0;23.308999931812284;23.308999931812284;1.0;17.0,60.0;2.1627177892266594;3100.0;2600.0;3600.0;22.0;1.4;0.0995;;0.74;;1.0;81.0;2007A&A...469..807L;2007A&A...469..807L;;;;;;2020yCat.9058....0E;2020yCat.9058....0E;2018MNRAS.479.2481S;2005ApJ...622L..45G
3U 0042+32;11.2104943;33.0192232;1.0097484646526018;2010ApJS..189...37E;121.33806968678972;-29.832112270556372;XT;11.6;;N Per 1992;G?;19.299999237060547;;;;;;;;;;;;;;;;;;0.05638077484128377;;259.0;;3.0,10.0;;5.73;;20.0,60.0;0.19644869282677271;5000.0;2500.0;10000.0;;;;0.6000000238418579;0.20000000298023224;;2.0;6.0;1978MNRAS.183p..35W;;1978MNRAS.183P..29C;2007A&A...469..807L;;;;2016A&A...594A.116H;2016A&A...594A.116H;1978MNRAS.183P..29C;
4FGL J0407.7-5702;61.8821756445;-57.00701993499;0.0006554336045702876;2022yCat.1355....0G;267.77161757517166;-44.447235347124824;XP?;;;;;;;4682464743003293312;20.106796;0.009791;0.869602;;;;;;;;J040731.65-570025.1;18.016000747680664;0.0729999989271164;17.816999435424805;0.20200000703334808;0.0108;0.4389571232016513;0.496061;1.1300898738852811;0.5,10.0;;;;;0.037630662020905925;7000.0;6000.0;13000.0;;1.4;;;0.03;2.0;;;;;;;2022yCat.1355....0G;;2021ApJS..253....8M;2020ApJ...904...49M;2020ApJ...904...49M;2020ApJ...904...49M;
GRO J0422+32;65.42801144723;32.90748309894;0.010044470085076664;2022yCat.1355....0G;165.88065574453108;-11.912722988438729;XT, RP, BH, PSH;0.21216666666666664;;V518 Per;M1-M5;13.199999809265137;;172650748928103552;20.802708;0.042404;0.920349;;;;;;;;J042142.70+325426.9;16.634000778198242;0.041999999433755875;16.841999053955078;0.16599999368190765;0.2;0.0063893043392787;4800.0;751255.4959217799;0.2,10.0;;72000.00000000001;;40.0,150.0;0.6968641114982579;2490.0;2300.0;2650.0;55.6;2.7;0.46;0.30000001192092896;0.23000000417232513;;3.0;60.0;2007A&A...469..807L;;2007MNRAS.374..657R;2007A&A...469..807L;2022yCat.1355....0G;;2021ApJS..253....8M;1996ApJ...461..351C;1996ApJ...461..351C;2021MNRAS.502.5455A;2022MNRAS.516.2023C
4FGL J0427.8-6704;66.95685947443;-67.07640585049;0.00010013840422135757;2022yCat.1355....0G;279.1380933969018;-38.55409514549555;XT, EB, XP?, RP?;0.36672;;1SXPS J042749.2-670434;K?;;;4656677385699742208;17.726036;0.020907;0.920231;04274958-6704350;16.139999389648438;0.04600000008940697;15.689000129699707;0.07999999821186066;15.425000190734863;0.09099999815225601;J042749.64-670435.0;15.564000129699707;0.02500000037252903;15.444999694824219;0.029999999329447746;5.8;1.5;16.1;10.733333333333334;0.5,10.0;;;;;0.3102000057697296;2197.4583;2184.173;2208.8623;78.0;1.43;0.3;;;2.0;;;2016ApJ...831...89S;;2019A&A...622A.211C;;2022yCat.1355....0G;2003yCat.2246....0C;2021ApJS..253....8M;2016ApJ...831...89S;2022yCat.1355....0G;2022yCat.1355....0G;2020MNRAS.494.3912K
AT2019wey;68.84699999999998;55.37618055555556;0.12;2020ATel14168....1G;151.16114453227706;5.29973177798021;XT, RP, MQ?, BH?;0.6666666666666666;;SRGA J043520.9+552226;;;;;;;;;16.18;0.16;16.38;0.1;16.03;0.17;;;;;;0.86;10.0;243.7;24.37;4.0,12.0;;940.0000000000001;;10.0,100.0;2.9965156794425085;6000.0;3200.0;10000.0;;;0.8;;0.9;;;;2021ApJ...920..120Y;;;;;2022ATel15824....1S;;2022A&A...661A..32M;2022A&A...661A..32M;2022A&A...657A.104C;2021ApJ...920..120Y
4U 0513-40;78.52670833333332;-40.043949999999995;0.161245154965971;2009ApJ...699.1113Z;244.50988393624638;-35.0367260031455;XB, GC;0.011805555555555557;;XB 0512-401;WD;;;;;;;;;;;;;;;;;;;0.11040000277546282;97.3418;208.40000558575156;2.1409097179808834;0.3,10.0;;;;;0.3846689992176405;12000.0;;;;1.4;0.045;;0.02;;4.0;106.0;2009ApJ...699.1113Z;;2009ApJ...699.1113Z;;;;;2020yCat.9058....0E;2020yCat.9058....0E;1996AJ....112.1487H;2009ApJ...699.1113Z
4FGL J0540.0-7552;85.00788155695;-75.90535133129;0.0005642070896399654;2022yCat.1355....0G;287.3129700466488;-30.577051685583466;XP?, RP?, XT, EB?;0.1125;;;K6-7V;;;4648562676357022208;20.189306;0.023047;0.807901;;;;;;;;J054001.80-755419.7;17.73900032043457;0.08100000023841858;17.652999877929688;0.0;0.046;0.041944915306081326;1.1744576285702772;28.0;0.2,12.0;;;;;0.1602787456445993;6600.0;5000.0;8700.0;;1.4;;;0.07;2.0;;;2021ApJ...917...69S;;2017ApJ...849...21B;;2022yCat.1355....0G;;2021ApJS..253....8M;2021ApJ...917...69S;2021ApJ...917...69S;2017ApJ...849...21B;
MAXI J0556-332;89.19285609419;-33.17398907784;0.0002643183686390335;2022yCat.1355....0G;238.93931785609365;-25.18315693397322;XT, AS, XB?, RP?;0.684;;SSS110126:055646-331027;;;;2890346074897001216;19.504313;0.006043;0.257967;;;;;;;;;;;;;0.032;0.011396600000000002;860.405;75496.63934857764;0.2,12.0;;;;;0.11149825783972125;43600.0;42000.0;44500.0;;;;;;;;25.0;2003A&A...404..301R;;;;2022yCat.1355....0G;;;2017ApJ...851L..28P;2017ApJ...851L..28P;2017ApJ...851L..28P;
Swift J061223.0+701243;93.09427917906;70.21198234664;0.005150991696751219;2022yCat.1355....0G;144.0546345418331;22.207086268461968;XT;0.012499999999999999;;Swift J061223.0+701243.9;;19.360000610351562;;1107229825742589696;19.903938;0.126557;1.493122;;;;;;;;J061222.63+701243.1;16.518999099731445;0.039000000804662704;16.06800079345703;0.05700000002980232;0.14780000514347275;;2.7353126668976415;;0.3,10.0;;;;;0.5149825963187203;;;;;;;0.33000001311302185;0.30000001192092896;;7.0;;2007A&A...469..807L;;;2007A&A...469..807L;2022yCat.1355....0G;;2021ApJS..253....8M;2020yCat.9058....0E;2020yCat.9058....0E;;
4U 0614+09;94.28065827225;9.13707817366;0.0002304483456221806;2022yCat.1355....0G;200.87735337613196;-3.363244907076171;XB, AS, RP?, PSH;0.035625;0.0020964360587002098;2S 0614+091;WD;18.87;0.08;3328832132393159296;18.537437;0.011889;0.392952;;;;;;;;J061707.38+090813.1;16.08300018310547;0.032999999821186066;15.366999626159668;0.0430000014603138;0.22189999568616203;17.9081;2186.000047643688;122.06767036389611;0.3,10.0;254.8259956359863;438.29;1.719957961534224;14.0,195.0;0.00139999995008111;3300.0;900.0;4600.0;;1.4;0.0142;0.30000001192092896;0.30000001192092896;;8.0;97.0;2008PASP..120..848S;2021MNRAS.502.5455A;2008PASP..120..848S;2007A&A...469..807L;2022yCat.1355....0G;;2021ApJS..253....8M;2020yCat.9058....0E;2022yCat.1355....0G;2021MNRAS.502.5455A;2021MNRAS.503.2776Y
1A 0620-00;95.68559132136;-0.34565907289;0.00013261134943887723;2022yCat.1355....0G;209.95628067657665;-6.539695851582065;RP, BH, XT, MQ?, US;0.3229166666666667;;N Mon 1975;K3V-K7V;11.199999809265137;;3118721026600835328;17.472565;0.008556;1.67812;06224454-0020442;15.48799991607666;0.05400000140070915;14.737000465393066;0.061000000685453415;14.383000373840332;0.07400000095367432;J062244.53-002044.2;13.979000091552734;0.014000000432133675;13.758000373840332;0.014000000432133675;0.3;0.0016528314638661;1200000.0000000002;726026837.11811;1.5,6.0;;0.030500000000000003;;20.0,60.0;0.45260000228881836;588.8578;563.9591;672.9561;51.0;6.639999866485596;0.4000000059604645;0.20000000298023224;0.3499999940395355;;9.0;43.0;2007A&A...469..807L;;2008NewAR..51..860Y;2007A&A...469..807L;2022yCat.1355....0G;2003yCat.2246....0C;2021ApJS..253....8M;2018ApJ...852....4D;2022yCat.1355....0G;2022yCat.1355....0G;2003A&A...404..301R
MAXI J0637-430;99.09874999999998;-42.867805555555556;0.7280109889280517;2019ATel13275....1R;251.5185199784225;-20.670549651806567;XT, BH?, RP?;0.09166666666666667;;;;;;;;;;;17.4;0.01;17.69;0.02;17.96;0.05;;;;;;0.0257;;6000.0;;3.0,12.0;;;;;0.08954703832752613;8700.0;6400.0;11000.0;;5.1;0.25;;0.064;;;;2022MNRAS.515.3105S;;;;;2019ATel13292....1M;;2019ATel13296....1T;2019ATel13296....1T;2022MNRAS.515.3105S;2022MNRAS.515.3105S
SRGt J071522.1-191609;108.84116666666665;-19.268055555555556;0.4;2020ATel13716....1V;232.76092415498061;-3.607333274847565;XT;;;;;18.6;;;;;;;;;;;;;;;;;;1.17e-19;13.180200000000001;13.180200000000001;1.0;0.2,12.0;;;;;4.076655052264808;;;;;;;;;;;;;;;2020ATel13663....1D;;;;2020ATel13657....1G;2020ATel13657....1G;;
EXO 0748-676;117.14045833333333;-67.7521388888889;0.2;2009ApJ...697L..14H;279.97770531882486;-19.810908466714647;DS, BO, XB, EB, XT;0.15916666666666665;0.0019157088122605363;UY Vol;M2V;22.42;0.04;;;;;;21.3;0.2;;;;;;;;;;0.043;0.45513898485037;216.31300000000002;475.2680108716997;0.2,12.0;;;;;0.14982578397212543;7100.0;5900.0;8300.0;73.0;1.55;0.6200000000000001;0.10000000149011612;0.05999999865889549;;10.0;70.0;2007A&A...469..807L;2010ApJ...711L.148G;2009ApJ...697L..14H;2009ApJ...697L..14H;;2009ApJ...697L..14H;;2020A&A...638L...2P;2020A&A...638L...2P;2008MNRAS.387..268G;2022MNRAS.510.4736K
SAX J0835.9+5118;128.98333333333335;51.309999999999995;180.0;1999IAUC.7174Q...1G;167.53067297961366;36.93265483776379;XT, XB?;;;GRB 990520;;;;;;;;;;;;;;;;;;;;;;24000.0;;2.0,10.0;;52900.00000000001;;15.0,100.0;;;;;;;;;;;;;;;;;;;;;;;
4U 0836-42;129.34833333333333;-42.900555555555556;10.0;2007A&A...469..807L;261.9544895381427;-1.1240103049964305;XB, XT;;;GS 0836-429;;;;;;;;;;;;;;;;;;;;0.27;48.0;26880.0;560.0;3.0,10.0;;9.01;;20.0,60.0;0.9407665505226481;8000.0;;9200.0;;;;;;;11.0;;;;;;;;;2005AstL...31..681C;2005AstL...31..681C;2016A&A...586A.142A;
Swift J0840.7-3516;130.17058333333333;-35.27363888888889;0.2;2020GCN.26989....1M;256.2810830544137;4.017001537218001;XT, XP;0.041666666666666664;8.96;;;;;;;;;;;;;;;;;;;;;0.46;0.12;2140.0;17833.333333333336;0.5,10.0;;;;;1.602787456445993;;5000.0;10000.0;;;;;;;;;2021A&A...650A..69C;2020ATel13452....1K;;;;;;2021A&A...650A..69C;2021A&A...650A..69C;2021A&A...650A..69C;
MAXI J0911-655;138.01174999999995;-64.86727777777777;3.5;2016ATel.8884....1K;282.19553837342744;-11.255494197248165;XT, XP, GC;0.030763888888888886;0.00294;SWIFT J0911.9-6452;He WD;;;;;;;;;;;;;;;;;;;0.4301000131583653;0.0025480498458346;150.59720691478657;59102.92813187069;3.0,10.0;;141.60000000000002;;20.0,100.0;1.4986063176249664;9500.0;;;58.0;1.4;0.028;;0.22;;;;2017A&A...598A..34S;2017A&A...598A..34S;2017A&A...598A..34S;;;;;2020yCat.9058....0E;2020yCat.9058....0E;2015ApJ...812..149W;2017A&A...598A..34S
2S 0918-549;140.11029597144;-55.20679915136;7.852903921480257e-05;2022yCat.1355....0G;275.8520889975854;-3.845280123454972;XB;0.012083333333333333;;4U 0919-54;;20.98;0.07;5310395631798303104;17.150978;0.00284;1.187628;09202647-5512244;15.623000144958496;0.05999999865889549;15.243000030517578;0.09300000220537186;15.185999870300293;0.1509999930858612;J092026.53-551224.7;15.041999816894531;0.014000000432133675;15.359000205993652;0.03200000151991844;0.17619999994239663;15.682500000000001;230.8999935696221;14.723417412378263;0.3,10.0;;;;;0.4569000005722046;1264.2594;1214.5187;1347.372;;;;0.30000001192092896;0.30000001192092896;;13.0;105.0;2011ApJ...729....8Z;;;1987A&A...172..167C;2022yCat.1355....0G;2003yCat.2246....0C;2021ApJS..253....8M;2020yCat.9058....0E;2022yCat.1355....0G;2022yCat.1355....0G;
2S 0921-63;140.64445286443;-63.29480217313;3.2812497619047534e-05;2022yCat.1355....0G;281.8354367802755;-9.339752033721153;DS, DC, EB;9.008333333333333;;V395 Car;K0III;15.300000190734863;;5250451391698996992;15.562235;0.009432;0.977201;09223466-6317413;14.237000465393066;0.05299999937415123;13.73900032043457;0.05700000002980232;13.517999649047852;0.061000000685453415;J092234.67-631741.3;13.204999923706055;0.017000000923871994;13.062999725341797;0.012000000104308128;0.5;65.7817;85.66430000000001;1.30225123400581;0.2,12.0;;;;;1.7421602787456445;9215.983885;7814.97266;11200.0977;82.19999694824219;1.440000057220459;0.3499999940395355;0.6000000238418579;0.20000000298023224;;14.0;8.0;2007A&A...469..807L;;1999A&A...344..101S;2007A&A...469..807L;2022yCat.1355....0G;2003yCat.2246....0C;2021ApJS..253....8M;2014MNRAS.437.3087K;2014MNRAS.437.3087K;2018AJ....156...58B;2003A&A...404..301R
NuSTAR J092418-3142.2;141.07581574963;-31.70491740045;0.0004989512401026777;2022yCat.1355....0G;259.5672117168976;13.224728686978429;XT?;;;CXO J092418.2-314217;;;;5631352971516952064;20.334381;0.007054;0.269663;;;;;;;;;;;;;0.1525000039358431;263.514;743.4999838018541;2.8214819091276144;0.3,10.0;;50.0;;8.0,24.0;0.5313588987311606;2720.185915;1653.0127;4560.96729;;;;;;;;;;;;;2022yCat.1355....0G;;;2020yCat.9058....0E;2020yCat.9058....0E;2018AJ....156...58B;
XTE J0929-314;142.33412499999997;-31.38422222222222;0.14142135623730953;2005MNRAS.361.1180G;260.10509778980855;14.214562920613105;XP, XT, RP;0.030416666666666665;0.0054;BW Ant;WD;28.2;0.4;;;;;;;;;;;;;;;;;0.3;0.00488453;700.0;143309.5917109732;0.5,7.0;;;;;1.0452961672473868;7400.0;2800.0;10000.0;90.0;1.4;0.0083;-0.12999999523162842;0.12999999523162842;;15.0;98.0;2007A&A...469..807L;2007A&A...469..807L;2021MNRAS.503.2776Y;2009A&A...508..297D;;;;2005ApJ...619..492W;2005ApJ...619..492W;2017A&A...603A.137M;2017A&A...603A.137M
GRS 1009-45;153.40167748357;-45.07569874903;9.095894678370017e-05;2022yCat.1355....0G;275.8787988858244;9.345851624324784;XT, BH, US;0.285;;N Vel 1993;G5V-M0V;14.710000038146973;;5414249796406957056;17.70848;0.002896;1.004746;10133637-4504319;16.30900001525879;0.16500000655651093;15.239999771118164;0.0;15.045000076293945;0.0;J101336.48-450433.9;15.321999549865723;0.04800000041723251;15.194999694824219;0.05000000074505806;0.3;;19200.0;;1.0,10.0;;1440.0;;40.0,150.0;0.0027000000700354576;1486.0978;1459.0458;1534.9081;78.0;4.400000095367432;0.6000000238418579;0.12999999523162842;0.20000000298023224;;16.0;48.0;2007A&A...469..807L;;2008NewAR..51..860Y;2007A&A...469..807L;2022yCat.1355....0G;2003yCat.2246....0C;2021ApJS..253....8M;1998A&A...329..186G;2022yCat.1355....0G;2022yCat.1355....0G;2003A&A...404..301R
PSR J1023+0038;155.94870458335;0.64464705475;7.978984897842581e-05;2022yCat.1355....0G;243.4895900665514;45.78224340103611;QNS, XT, RP;0.198096;0.001687;USNO-A2.0 0900-06678908;GV;17.309999465942383;;3831382647922429952;16.232056;0.020083;0.747686;10234768+0038412;16.29599952697754;0.10199999809265137;15.692999839782715;0.12600000202655792;15.862000465393066;0.0;J102347.69+003840.7;14.73900032043457;0.020999999716877937;14.395000457763672;0.023000000044703484;0.0018081000023521482;0.36930705302287997;19.9108;53.91394460794782;0.2,12.0;;;;;0.006300000008195639;1417.9126;1400.048;1436.7054;52.0;1.7100000381469727;0.2;;;1.0;;61.0;2003A&A...404..301R;2009Sci...324.1411A;2014MNRAS.440..365T;2014ApJS..213....9D;2022yCat.1355....0G;2003yCat.2246....0C;2021ApJS..253....8M;2022yCat.1355....0G;2022yCat.1355....0G;2022yCat.1355....0G;2012ApJ...756L..25D
CXOU J110926.4-650224;167.36002395908;-65.0402284993;0.0006503648591367772;2022yCat.1355....0G;292.435770195225;-4.267983606517821;XP?, RP?, XT?;;;;;;;5240167590731178624;20.065273;0.048034;1.133533;;;;;;;;J110926.21-650227.1;15.446999549865723;0.023000000044703484;15.729000091552734;0.05900000035762787;0.53;0.28;3.85315;13.761249999999999;0.2,12.0;;12.0;;20.0,40.0;1.8466898954703832;4000.0;1900.0;13900.0;;1.4;;;;2.0;;;;;;;2022yCat.1355....0G;;2021ApJS..253....8M;2019A&A...622A.211C;2019A&A...622A.211C;2021A&A...655A..52C;
XTE J1118+480;169.5448506692;48.03672437092;0.0002254901549957337;2022yCat.1355....0G;157.66115227396915;62.32045202755537;MQ, RP, BH, XT, PSH;0.17;;J1118+4802;K5V-M1V;12.25;;789430249033567744;19.316566;0.005163;1.152359;11181079+4802126;12.760000228881836;0.023000000044703484;12.444000244140625;0.029999999329447746;12.083999633789062;0.019999999552965164;J111810.76+480212.2;16.572999954223633;0.03500000014901161;16.149999618530273;0.06599999964237213;0.013;;5360.0;;3.0,10.0;;119.0;;20.0,60.0;0.04529616724738676;3278.47388;1724.34851;4625.35059;73.5;7.289999961853027;0.18000000715255737;;0.013000000268220901;;17.0;67.0;2007A&A...469..807L;;2008NewAR..51..860Y;2007A&A...469..807L;2022yCat.1355....0G;2003yCat.2246....0C;2021ApJS..253....8M;2020RAA....20..175D;2020RAA....20..175D;2018AJ....156...58B;2003A&A...404..301R
IGR J11187-5438;169.58857046841;-54.62475668727;0.00014149349808383424;2022yCat.1355....0G;289.6401052819044;5.826959230511312;;;;;;;;5346688272924690432;18.449467;0.003281;2.889895;11182121-5437286;15.534000396728516;0.07100000232458115;14.869000434875488;0.06300000101327896;14.454999923706055;0.07699999958276749;J111821.24-543728.9;14.378999710083008;0.01600000075995922;14.28499984741211;0.017000000923871994;0.24329998928926863;;2.1494372968499826;;0.5,10.0;6.434999829530716;6.434999829530716;1.0;17.0,60.0;0.5849999785423279;268.4893;260.7698;277.7013;;;;;;;;;;;;;2022yCat.1355....0G;2003yCat.2246....0C;2021ApJS..253....8M;2020yCat.9058....0E;2022yCat.1355....0G;2022yCat.1355....0G;
GS 1124-684;171.61078146385;-68.67580556243;0.0002890813899233224;2022yCat.1355....0G;295.3004090948132;-7.072721117492121;RP, BH, XT, PSH, US;0.43250000000000005;;N Mus 1991;K3V-K7V;20.5;;5234956524083372544;19.508293;0.010484;1.495474;;;;;;;;J112626.33-684033.6;15.220999717712402;0.013000000268220901;15.28499984741211;0.039000000804662704;0.15;0.009423329999999999;192000.0;20374962.990789883;1.2,9.3;0.305;25680.000000000004;84196.72131147541;35.0,100.0;0.5226480836236934;4239.904905;2925.75732;7205.56885;54.0;6.949999809265137;0.8500000238418579;0.30000001192092896;0.25;;18.0;34.0;2007A&A...469..807L;;2008NewAR..51..860Y;2003ARep...47..621K;2022yCat.1355....0G;;2021ApJS..253....8M;1994PASJ...46..375E;1994PASJ...46..375E;2018AJ....156...58B;2003A&A...404..301R
IGR J11321-5311;173.02499999999998;-53.18333333333333;120.0;2007A&A...469..807L;291.08745443309175;7.85410807290318;XT, BH?;;;;;;;;;;;;;;;;;;;;;;;;;;;;72.00000000000001;720.0;9.999999999999998;17.0,60.0;;5000.0;2000.0;8000.0;;;;;;;19.0;;;;;;;;;;;2007A&A...468L..21S;
XSS J12270-4859;186.99465510705;-48.89519662091;0.00011459637865133434;2022yCat.1355....0G;298.9653825798097;13.795793361368561;XT, RP;0.287888;0.001686;;G5-F5/5;;;6128369984328414336;18.070656;0.011127;0.979303;12275874-4853428;15.730999946594238;0.07500000298023224;15.425000190734863;0.12999999523162842;15.3100004196167;0.15399999916553497;J122758.66-485342.8;15.628000259399414;0.028999999165534973;15.35200023651123;0.04100000113248825;0.07612000274992774;0.3536768548693;15.529499999999999;43.908725680505356;0.2,12.0;18.16099972724914;36.82;2.027421427948953;14.0,195.0;0.01080000028014183;2093.89;1956.5374;2582.9263;58.0;1.4;0.46;;;1.0;;47.0;2003A&A...404..301R;2003A&A...404..301R;2003A&A...404..301R;;2022yCat.1355....0G;2003yCat.2246....0C;2021ApJS..253....8M;2020yCat.9058....0E;2022yCat.1355....0G;2022yCat.1355....0G;2020A&A...635A..30M
1A 1246-588;192.41396214598;-59.08742370157;0.0006668189034513044;2022yCat.1355....0G;302.70254401453934;3.78353143962663;XB;;;A 1246-58;WD/DA7;18.989999771118164;;6059778089610749440;20.456762;0.009084;0.192982;;;;;;;;J124939.17-590516.3;14.95199966430664;0.01600000075995922;15.331999778747559;0.035999998450279236;0.38689999371525097;107.706;40000.0;371.3813529422688;0.3,10.0;;;;;1.3480836017952995;6262.85376;3341.41748;9084.30078;;1.4;;0.2199999988079071;;;20.0;;;;2008A&A...485..183I;2006A&A...446L..17B;2022yCat.1355....0G;;2021ApJS..253....8M;2020yCat.9058....0E;2020yCat.9058....0E;2018AJ....156...58B;
XB 1254-690;194.4048632546;-69.28861610822;0.00019578674623170998;2022yCat.1355....0G;303.481853982318;-6.4234680797117765;AS, NSH, DS, BO, XB;0.16375;;2S 1254-690;;19.100000381469727;;5844938121765636864;18.744934;0.008078;0.227705;;;;;;;;;;;;;0.4018000123449179;648.917;1664.0000488621354;2.5642725477405204;0.3,10.0;;;;;0.001500000013038516;7600.0;6800.0;8400.0;69.0;1.4;0.42;0.30000001192092896;0.3499999940395355;;21.0;68.0;2007A&A...469..807L;;;2007A&A...469..807L;2022yCat.1355....0G;;;2020yCat.9058....0E;2022yCat.1355....0G;2017RAA....17..108G;2017RAA....17..108G
MAXI J1305-704;196.73033374445;-70.45141696825;0.000692395876648612;2022yCat.1355....0G;304.2377846823918;-7.618936674787819;BH, XT;0.394;;J1306-7027;K;;;5843823766718594560;20.306974;0.008352;1.638924;;;;;;;;J130655.74-702704.2;16.677000045776367;0.03999999910593033;17.871999740600586;0.0;0.10849999742454496;528.0;2000.0000000000002;3.7878787878787876;0.3,10.0;;144.00000000000003;;20.0,40.0;0.37804877151409394;7500.0;6100.0;9300.0;72.0;8.9;0.43;;;;;35.0;2021MNRAS.506..581M;;2021MNRAS.506..581M;;2022yCat.1355....0G;;2021ApJS..253....8M;2020yCat.9058....0E;2020yCat.9058....0E;2021MNRAS.506..581M;2021MNRAS.506..581M
SAX J1324.5-6313;201.1263099;-63.2304713;0.721;2010ApJS..189...37E;306.64521643914435;-0.5973784935458609;XB;;;CXO J132430.3-631349;;;;;;;;;;;17.243;0.419;16.618;0.1;;;;;;1.5;0.225;4785.381296012982;21268.361315613252;2.0,10.0;;;;;5.2264808362369335;;;6200.0;;1.4;;;;;23.0;;;;;;;2018MNRAS.474.1826S;;2002A&A...392..885C;2002A&A...392..885C;2002A&A...392..885C;
CXOU J132619.7-472910;201.5824833333333;-47.48625277777778;0.6;2013ApJ...763..126C;309.0217100894401;14.97250130635954;GC, QNS;;;2XMM J132619.7-472910;;;;;;;;;;;;;;;;;;;;0.12219999674912693;0.041236980609357;0.0578107;1.4019139894758028;0.2,12.0;;;;;0.4257839607983517;5426.0;5379.0;5473.0;;1.4;;;;;;;;;;;;;;2020yCat.9058....0E;2020yCat.9058....0E;2021MNRAS.505.5957B;
