Name;RAdeg;DEdeg;PosErr;Coord_Ref;GLON;GLAT;Xray_Type;Porb;Ppulse;Alt_Name;SpType;Vmag;e_Vmag;Gaia_DR3_ID;Gmag;e_Gmag;BP-RP;_2MASS_ID;Jmag;e_Jmag;Hmag;e_Hmag;Kmag;e_Kmag;WISE_ID;W1mag;e_W1mag;W2mag;e_W2mag;N_H;Min_Soft_Flux;Max_Soft_Flux;Soft_Xray_Var;Soft_Xray_Range;Min_Hard_Flux;Max_Hard_Flux;Hard_Xray_Var;Hard_Xray_Range;AG;Mean_Dist;Low_Dist;High_Dist;Incl;Mx;Mopt;B-V;E_B-V_;tMSP_Flag;Liu07_IDX;RK03_IDX;Orb_Ref;Pulse_Ref;Spect_Ref;Vmag_Ref;Gmag_Ref;JHK_Ref;WISE_Ref;N_H_Ref;AG_Ref;Dist_Ref;Mass_Ref
IGR J18175-1530;274.3929166666666;-15.511388888888888;150.0;2007ATel.1248....1P;15.311923458646291;0.24743740099822006;XT, BH?, RP?;;;;;;;;;;;;;;;;;;;;;;;1.0;0.1;144.00000000000003;1440.0000000000002;0.3,12.0;4.719000187516212;216.0;45.77240758994099;17.0,60.0;3.484320557491289;10000.0;;;;;;;;;;;;;;;;;;2007ATel.1248....1P;2007ATel.1248....1P;2007ATel.1248....1P;
XTE J1817-330;274.4314166666666;-33.01852777777778;0.7071067811865476;2006ATel..724....1D;359.8174946425552;-7.995433061060139;RP, XT, BH?;;;;;;;;;;;;;;;;;;;;;;;0.138;240.0;45600.00000000001;190.00000000000003;2.0,12.0;51.193998908996576;1896.0;37.03559089748714;20.0,60.0;0.4808362369337979;2500.0;1000.0;4000.0;;;;;;;153.0;;;;;;;2006ATel..724....1D;;2013ApJ...768...60G;2013ApJ...768...60G;2006ATel..791....1S;
XTE J1818-245;274.60179166666666;-24.538308333333337;0.07006425622241344;2009A&A...501....1C;7.44275089864374;-4.1915155336281655;RP, XT, BH?;;;;;17.08;0.05;;;;;;;;;;19.99;0.22;;;;;;0.54;;20365.474566744073;;0.3,10.0;32.88999931812286;1393.4272071982787;42.366288722617284;10.0,100.0;1.8815331010452963;3500.0;2800.0;4300.0;;;;;0.93;;154.0;;;;;2011MNRAS.413..235Z;;2019MNRAS.482.2149L;;2011MNRAS.413..235Z;2011MNRAS.413..235Z;2009A&A...501....1C;
SAX J1818.7+1424;274.6833333333333;14.403333333333334;;2007A&A...469..807L;42.32349502096832;13.651595379504485;XB;;;;;;;;;;;;;;;;;;;;;;;0.1;;7783.377142862124;;0.5,12.0;;;;;0.34843205574912894;8000.0;;9400.0;;1.4;;;;;155.0;;;;;;;;;2020ApJS..249...32G;2020ApJS..249...32G;2002A&A...392..885C;
V4641 Sgr;274.84013919092;-25.40717851926;2.7539244724574422e-05;2022yCat.1355....0G;6.773950441605859;-4.789068307853549;XT, MQ, BH;2.8173;;SAX J1819.3-2525;B9III;13.654000282287598;;4053096388919082368;13.610272;0.008797;0.499464;18192163-2524258;12.531999588012695;0.03200000151991844;12.36400032043457;0.02800000086426735;12.270000457763672;0.03200000151991844;J181921.53-252425.1;12.331000328063965;0.012000000104308128;12.5600004196167;0.009999999776482582;0.33899998955351507;0.0065;292800.00000000006;45046153.84615385;0.3,8.0;;0.907;;20.0,60.0;1.181184632590645;4672.6001;4137.12744;5504.56934;72.30000305175781;6.400000095367432;2.9000000953674316;;0.37;;;11.0;2003A&A...404..301R;;2014ApJ...784....2M;2016AcA....66..405S;2022yCat.1355....0G;2003yCat.2246....0C;2021ApJS..253....8M;2020yCat.9058....0E;2020yCat.9058....0E;2018AJ....156...58B;2014ApJ...784....2M
3XMM J181923.7-170616;274.848993;-17.104585;1.91301;2020A&A...641A.136W;14.115778311456918;-0.8923837055528218;XT, XP;;407.9;;K3 III;;;;;;;;;;;;;;;;;;;5.2840000341198765;4.48862;26.45000017620358;5.892679749277858;0.3,10.0;;;;;18.411149944668562;;;;;;;;;;;;;2017ApJ...847...44Q;2017ApJ...847...44Q;;;;;2020yCat.9058....0E;2020yCat.9058....0E;;
MAXI J1820+070;275.09141273506;7.18532896893;9.140311810873851e-05;2022yCat.1355....0G;35.85353947988874;10.159161868606887;XT, BH, MQ?;0.68549;;ASASSN -18ey;K3-5;;;4477902563164690816;17.386671;0.031558;0.848148;18202194+0711073;15.866999626159668;0.06599999964237213;15.444000244140625;0.10199999809265137;15.118000030517578;0.11999999731779099;J182021.93+071107.2;14.168000221252441;0.035999998450279236;13.79800033569336;0.026000000536441803;0.03252000032803311;569.062;4488.999838514474;7.888419607203562;0.3,10.0;;36000.00000000001;;20.0,100.0;0.011099999770522118;1819.551;1768.2302;1853.0662;66.0;6.75;0.49;;0.23;;;;2019ApJ...882L..21T;;2020ApJ...893L..37T;;2022yCat.1355....0G;2003yCat.2246....0C;2021ApJS..253....8M;2020yCat.9058....0E;2022yCat.1355....0G;2022yCat.1355....0G;2022ApJ...930....9M
4U 1820-30;275.9187708333333;-30.361135833333336;0.005015974481593781;2017A&A...600A...8D;2.7882112386532834;-7.913490430330567;GC, AS, XB, RP, PSH;0.007916666666666667;;Sgr X-4;WD?;18.809999465942383;;;;;;;;;;;;;;;;;;0.20809999533922918;;44832.0;;4.0,10.0;;563.0;;20.0,60.0;0.7250870917743177;7600.0;7199.999999999999;8000.0;43.0;1.58;0.0651;0.25;0.28;;156.0;107.0;2007A&A...469..807L;;2021ATel14871....1S;1993ApJ...413L.121A;;;;2020yCat.9058....0E;2020yCat.9058....0E;2003A&A...399..663K;2010ApJ...719.1807G
AX J1824.5-2451;276.12499999999994;-24.85;40.0;2007A&A...469..807L;7.810847895089447;-5.561854007111159;XT, XB, GC;;;;;;;;;;;;;;;;;;;;;;;1.5;;1400.0;;0.5,12.0;;;;;5.2264808362369335;5100.0;4600.0;5600.0;;1.4;;;0.4300000071525574;;159.0;;;;;;;;;2020ApJS..249...32G;2020ApJS..249...32G;1991AJ....102..152R;
IGR J18245-2452;276.1354525;-24.8688122;0.2;2013ApJ...773..122P;7.798443358737849;-5.578925102770998;GC, XT, RP, BO;0.459408;0.00393;J1824-2452;;;;;;;;;;;;;;;;;;;;0.44969998835915614;15.2700005418005;840.0;55.009821230887454;0.2,12.0;;2155.2000000000003;;20.0,80.0;1.566898914143401;5500.0;;;;1.350000023841858;0.20000000298023224;;;1.0;;33.0;2003A&A...404..301R;2003A&A...404..301R;;;;;;2020yCat.9058....0E;2020yCat.9058....0E;1996AJ....112.1487H;2003A&A...404..301R
[BSP2003] 24;276.1359583333333;-24.872694444444445;0.6;2003ApJ...594..798B;7.795191188692068;-5.581117321045433;QNS?, GC;;;;;;;;;;;;;;;;;;;;;;;0.17319999741936795;297.817;297.817;1.0;0.2,12.0;;;;;0.603484311565742;;;;;;;;;;;;;;;;;;;2020yCat.9058....0E;2020yCat.9058....0E;;
CXOGlb J182432.8-245208;276.1367541666666;-24.868961111111112;1.0040915989391666;2003ApJ...594..798B;7.798855957748048;-5.5800423437709625;QNS?, GC;;;;;;;;;;;;;;;;;;;;;;;0.44969998835915614;279.957;297.817;1.0637955114535447;0.2,12.0;;;;;1.566898914143401;;;;;;;;;;;;;;;;;;;2020yCat.9058....0E;2020yCat.9058....0E;;
4U 1823-00;276.34175;-0.011944444444444445;0.6;2010ApJS..189...37E;29.939077904682964;5.792616925844757;XT, XB;0.13333333333333333;;4U 1822-000;M4-5,WD?;22.0;;;;;;;;;;;;;;;;;;0.9699999999999999;360.0;6000.0;16.666666666666668;2.0,10.0;;;;;3.3797909407665503;6300.0;3600.0;17000.0;;1.4;;1.0;1.2999999523162842;;158.0;74.0;2007A&A...469..807L;;2007MNRAS.376.1886S;2007A&A...469..807L;;;;2005ApJ...627..926J;2005ApJ...627..926J;2016ATel.8769....1A;
3A 1822-371;276.44502609491;-37.10515828991;4.826530845234494e-05;2022yCat.1355....0G;356.8502349182951;-11.290766687766864;XP, DC, EB;0.23208333333333334;0.59;V691 CrA;;15.100000381469727;;6728016172687965568;15.493539;0.014775;0.020219;18254681-3706185;15.28499984741211;0.05400000140070915;15.29699993133545;0.10499999672174454;15.449999809265137;0.1940000057220459;J182546.82-370618.4;15.020000457763672;0.02500000037252903;14.934000015258789;0.04100000113248825;0.13549269703030586;8.74918;997.7999537724713;114.04496807386192;0.3,10.0;;206.00000000000003;;20.0,60.0;0.47209998965263367;10256.815;10037.3125;10377.353;82.5;1.9700000286102295;0.5;0.10000000149011612;0.15000000596046448;;157.0;53.0;2007A&A...469..807L;2007A&A...469..807L;;2007A&A...469..807L;2022yCat.1355....0G;2003yCat.2246....0C;2021ApJS..253....8M;2022yCat.1355....0G;2022yCat.1355....0G;2022yCat.1355....0G;2003A&A...404..301R
SAX J1828.5-1037;277.14073429454;-10.61771826908;2.9199999999999998e-05;2022yCat.1355....0G;20.888974771921703;0.1803283756961062;XB;;;;;;;4155700546205464064;14.739608;0.002781;2.432111;18283377-1037036;11.802000045776367;0.026000000536441803;10.946000099182129;0.02500000037252903;10.696000099182129;0.029999999329447746;J182833.77-103704.3;10.517000198364258;0.04399999976158142;10.718999862670898;0.05000000074505806;0.725736932516098;31.23000122395858;37.2693;1.1933813173022958;0.2,12.0;;;;;2.528700113296509;1758.6066;1715.582;1803.2317;;;;;;;161.0;;;;;;2022yCat.1355....0G;2003yCat.2246....0C;2014yCat.2328....0C;2022yCat.1355....0G;2022yCat.1355....0G;2022yCat.1355....0G;
2XMM J182854.6-112656;277.22756166806;-11.44899508524;0.00010997986179296646;2022yCat.1355....0G;20.192346942948127;-0.2811871028233593;;;;;;;;4153358685199735552;17.291073;0.00833;1.783279;18285460-1126561;14.916999816894531;0.07699999958276749;13.060999870300293;0.0;11.548999786376953;0.0;;;;;;0.557813216805458;0.047812900000000005;0.28386700000000004;5.937037912362563;0.2,12.0;;;;;1.943600058555603;949.9728;926.4086;997.8312;;;;;;;;;;;;;2022yCat.1355....0G;2003yCat.2246....0C;;2022yCat.1355....0G;2022yCat.1355....0G;2022yCat.1355....0G;
MAXI J1828-249;277.2419583333333;-25.02941111111111;0.03;2013ATel.5482....1R;8.115136569183889;-6.544907416830849;XT, BH?;;;;A-F;18.0;;4076998775244833280;18.54817;0.110619;0.993521;;;;;;20.82;0.09;;;;;;0.201;72.00000000000001;3600.0;49.99999999999999;2.0,10.0;48.0;2400.0;50.0;20.0,80.0;0.7003484320557491;8000.0;;;;4.0;;;0.246;;;;;;2019PASJ...71..108O;2019PASJ...71..108O;2022yCat.1355....0G;2019MNRAS.482.2149L;;2019PASJ...71..108O;2019PASJ...71..108O;2016AstL...42...69G;2019PASJ...71..108O
GS 1826-238;277.3675;-23.796972222222223;2.0;1995A&A...303..526B;9.272390079671997;-6.08779113202834;XB, XT, BO;0.08700000000000001;;1826-2349;;19.0;;4077372536242802944;18.00178;0.012815;0.923916;;;;;;;;J182928.07-234750.3;14.609999656677246;0.14000000059604645;14.645999908447266;0.14000000059604645;0.4353000100256157;931.6679999999999;29600.000000000004;31.770974209697023;0.3,10.0;;54.800000000000004;;20.0,60.0;1.516724773608417;7058.28125;4923.10059;8882.9668;62.5;1.4;0.2;0.4000000059604645;;;160.0;83.0;2007A&A...469..807L;;;2007A&A...469..807L;2022yCat.1355....0G;;2021ApJS..253....8M;2020yCat.9058....0E;2020yCat.9058....0E;2018AJ....156...58B;2011AstL...37..826M
MAXI J1836-194;278.9309583333333;-19.320027777777778;1.8;2011ATel.3613....1K;13.94524450858995;-5.354552056878037;XT, BH?;0.2041666666666667;;;M2;16.22;0.04;;;;;;;;;;20.9;0.3;;;;;;0.18640000570594437;;;;;;;;;0.6494773717977156;8000.0;4000.0;10000.0;15.0;7.0;0.65;;0.5;;;;2014MNRAS.439.1381R;;2019MNRAS.482.2149L;2011ATel.3613....1K;;2019MNRAS.482.2149L;;2020yCat.9058....0E;2020yCat.9058....0E;2014MNRAS.439.1381R;2014MNRAS.439.1381R
XB 1832-330;278.9318708333333;-32.990769444444446;0.01004987562112089;2001ApJ...562..363H;1.5308610751190568;-11.370563628328917;XB, GC;0.08958333333333333;;RX J1832-33;He WD?;18.899999618530273;;;;;;;;;;;;;;;;;;0.3905000023723849;34.27999897831491;171.213;4.994545073012025;0.2,12.0;;;;;1.360627185966498;9600.0;9200.0;10000.0;;1.4;0.026;;0.10000000149011612;;162.0;85.0;2012ApJ...747..119E;;1989SvA....33..606T;2007A&A...469..807L;;;;2020yCat.9058....0E;2020yCat.9058....0E;2001A&A...380..490P;2009A&A...508..297D
[ZGV2011] 4;278.9333333333333;-32.982055555555554;;2011A&A...533A..33Z;1.5394414784123858;-11.367980121633137;GC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9464.0;9327.0;9603.0;;;;;;;;;;;;;;;;;;2021MNRAS.505.5957B;
CXOGlb J183544.5-325939;278.9355958333333;-32.99415833333333;0.090448880590088;2001ApJ...562..363H;1.5290814473560996;-11.374830006607446;GC, RP?, XP?;0.03027777777777778;;NGC 6652B;WD?;;;;;;;;;;;;;;;;;;;0.3905000023723849;;0.6752170084224737;;2.0,10.0;;;;;1.360627185966498;9464.0;9327.0;9603.0;;1.4;0.0166;;0.09;2.0;;;2007A&A...465..953I;;2007A&A...465..953I;;;;;2020yCat.9058....0E;2020yCat.9058....0E;2021MNRAS.505.5957B;2007A&A...465..953I
MXB 1837+05;279.9898208333333;5.035972222222222;0.14035668847618202;2004MNRAS.351..186M;36.11819062585664;4.842169276071155;XB, AS, RP;0.08333333333333333;;Ser X-1;G5V-M5V;19.200000762939453;;4283919201304278912;18.711153;0.008652;1.488844;18395759+0502113;15.437000274658203;0.05900000035762787;15.064000129699707;0.09399999678134918;14.732999801635742;0.10999999940395355;J183957.57+050210.5;14.732999801635742;0.03099999949336052;14.701000213623047;0.04699999839067459;0.645000021722459;;29300.0;;2.0,10.0;;74.60000000000001;;20.0,60.0;2.2473868352698916;5068.054935;3640.88428;8636.6582;25.0;1.4;0.14;0.0;0.6000000238418579;;163.0;86.0;2013MNRAS.432.1361C;;2013MNRAS.432.1361C;2007A&A...469..807L;2022yCat.1355....0G;2003yCat.2246....0C;2021ApJS..253....8M;2020yCat.9058....0E;2020yCat.9058....0E;2018AJ....156...58B;2013MNRAS.432.1361C
SWIFT J1842.5-1124;280.5726374999999;-11.417573055555556;0.29005689097140924;2022MNRAS.510.1258Z;21.72726454407609;-3.1790135811115485;RP, XT?, BH?;;;PBC J1842.3-1124;;;;;;;;;;;;;;;;;;;;0.3145000135156522;;408.00000000000006;;2.0,10.0;;;;;1.0958188624238752;;;;;;;;;;;;;;;;;;;2020yCat.9058....0E;2020yCat.9058....0E;;
SWIFT J1843.5-0343;280.8947916666666;-3.7157222222222224;2.7;2011ATel.3169....1K;28.72971141490026;0.05141094098450579;XT, XP;;42.5;;;;;;;;;;;;;;;;;;;;;22.0;;0.51;;0.3,10.0;;;;;76.65505226480836;;;;;1.4;;;;;;;;2011ATel.3121....1S;;;;;;2011ATel.3169....1K;2011ATel.3169....1K;;
MAXI J1848-015;282.19999999999993;-1.4866666666666666;;2001ApJS..134...77S;31.30812712692224;-0.0910999928643646;XT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EXO 1846-031;282.3210283333333;-3.06535;0.035046255149445;2019ATel12977....1M;29.95820711828789;-0.9185986494610793;XT, RP, US, BH?;;;;;;;4258794192383316864;19.5139;0.006347;4.058599;18491710-0303559;13.83899974822998;0.0430000014603138;12.26200008392334;0.050999999046325684;11.569999694824219;0.03799999877810478;J184917.08-030355.3;10.946999549865723;0.010999999940395355;11.039999961853027;0.008999999612569809;5.0;;4320.0;;3.0,10.0;;95.50000000000001;;20.0,60.0;17.421602787456443;5000.0;4000.0;6000.0;73.0;12.0;;;;;164.0;;;;;;2022yCat.1355....0G;2003yCat.2246....0C;2021ApJS..253....8M;2019ATel12969....1M;2019ATel12969....1M;2022ApJ...932...66R;2022ApJ...932...66R
Swift J185003.2-005627;282.51373;-0.9398;2.5999999046325684;2020yCat.9058....0E;31.937858414351297;-0.12084325328386629;XT, XB;;;;;;;;;;;;;;;;;;;;;;;1.1;0.013235974741040688;480.0;36264.80175363795;0.5,10.0;;200.0;;15.0,50.0;3.832752613240418;;;3700.0;;1.4;;;;;;;;;;;;;;2012ApJ...759....8D;2012ApJ...759....8D;2012ApJ...759....8D;
4U 1850-087;283.27027499999997;-8.705649999999999;0.05;2020ApJ...903...73S;25.355404251143085;-4.319856738034348;XB, AS, RP?, GC;0.014291666666666668;;NGC 6712-VLA7;WD;21.0;;;;;;;;;;;;;;;;;;0.31540000160618686;12.3072;296.20000896457555;24.06721341690844;0.3,10.0;63.49200081825255;140.77;2.2171296885564793;14.0,195.0;1.0989547094292225;8200.0;7600.0;8799.999999999998;;1.4;0.0356;0.20000000298023224;0.45;;165.0;103.0;2007A&A...469..807L;;2015ApJ...798..117P;2007A&A...469..807L;;;;2020yCat.9058....0E;2020yCat.9058....0E;2003A&A...399..663K;2015ApJ...798..117P
IGR J18539+0727;283.47499999999997;7.45;;2007A&A...469..807L;39.84723722780698;2.84551493686493;XT, BH?, RP?;;;;;;;;;;;;;;;;;;;;;;;1.5;;100.0;;3.0,10.0;;480.0;;40.0,100.0;5.2264808362369335;;;;;;;;;;166.0;;;;;;;;;2003AstL...29..719L;2003AstL...29..719L;;
XTE J1856+053;284.17875;5.309527777777777;0.3;2007ATel.1072....1T;38.25843803634345;1.248701451009176;XT, BH?;0.5;;;M-K?;;;;;;;;;;;;20.09;0.26;;;;;;4.5;;1000.0000000000001;;0.5,10.0;;1440.0;;30.0,60.0;15.679442508710801;4000.0;1000.0;10000.0;;4.2;;;;;167.0;;2008A&A...489.1239S;;2008A&A...489.1239S;;;2019MNRAS.482.2149L;;2008A&A...489.1239S;2008A&A...489.1239S;2008A&A...489.1239S;2008A&A...489.1239S
Swift J1858.6-0814;284.64546201086;-8.23748601144;0.001041212418289371;2022yCat.1355....0G;26.389360109219982;-5.323738072776442;XT, XB, RP;0.8893668981481482;;;;;;4203799300867262720;19.963482;0.017357;0.799849;;18.847;0.097;;;;;;;;;;0.4;144.00000000000003;170.0;1.1805555555555554;0.5,10.0;348.00000000000006;1032.0;2.96551724137931;22.0,60.0;1.3937282229965158;12800.0;12200.0;13500.0;81.0;2.5;0.5599999999999999;;;;;;2021MNRAS.503.5600B;;;;2022yCat.1355....0G;2008MNRAS.391..136L;;2020ATel13563....1B;2020ATel13563....1B;2020ATel13563....1B;2022MNRAS.514.1908K
XTE J1859+226;284.67324999999994;22.658166666666666;0.05;2002MNRAS.331..169H;54.04611545167747;8.607504067317421;SH, RP, XT, BH, MQ?;0.38166666666666665;;J1858+2230;G5V-K0V;18.84;0.03;;;;;;;;;;;;;;;;;0.6;0.0015;8630.0;5753333.333333334;0.3,8.0;;191.00000000000003;;20.0,60.0;2.0905923344947737;4200.0;3700.0;4700.0;;5.400000095367432;;0.3400000035762787;0.5799999833106995;;168.0;49.0;2007A&A...469..807L;;2008NewAR..51..860Y;2021ATel14415....1C;;;;2013ApJ...775...28S;2013ApJ...775...28S;2009ApJ...699..453S;2003A&A...404..301R
HETE J1900.1-2455;285.03600918346;-24.920564951;0.0010359448827037083;2022yCat.1355....0G;11.304804517540973;-12.87279469150312;XB, XP, XT;0.057916666666666665;0.00265;J1900-2455;;18.09;0.03;4074363039644919936;18.06932;0.011497;0.30216;;;;;;;;;;;;;0.1008999971314968;;302.21876277892;;2.0,10.0;;;;;0.3515679342560864;5000.0;;;;;;;;;169.0;91.0;2007A&A...469..807L;2007A&A...469..807L;;2005ATel..533....1S;2022yCat.1355....0G;;;2020yCat.9058....0E;2020yCat.9058....0E;2005ATel..534....1K;
XTE J1901+014;285.41749999999996;1.4419444444444445;0.0005085983189118894;2007AstL...33..159K;35.382478607106705;-1.6179104270021378;;;;;;;;4268294763113217152;19.412848;0.005414;2.19615;;;;;;;;;;;;;;5.2083445948481;76.04000068495154;14.59964856399238;0.3,10.0;33.032999181747435;57.760000000000005;1.7485545191402303;14.0,195.0;;3141.1414800000002;1176.78345;6265.86475;;;;;;;;;;;;;2022yCat.1355....0G;;;;;2018AJ....156...58B;
4U 1905+000;287.112375;0.16880555555555554;0.5;2010ApJS..189...37E;35.02445794040259;-3.7071471613374953;XB, XT;0.05541666666666667;;1H 1905+000;WD/BD?;20.5;0.04;;;;;;;;;;;;;;;;;0.19;0.00021151127264489736;470.0250503219942;2222222.2222222225;0.5,10.0;;;;;0.662020905923345;;7000.0;10000.0;;1.4;0.05;0.5;0.5;;170.0;;2017ApJ...840....9M;;2007ApJ...665L.147J;2007A&A...469..807L;;;;2006MNRAS.368.1803J;2006MNRAS.368.1803J;2004MNRAS.354..355J;2007ApJ...665L.147J
XTE J1908+094;287.2211283;9.3847308;1.0040915989391666;2010ApJS..189...37E;43.26343882780883;0.43401999365701494;RP, XT, BH?, MQ?;;;;;15.800000190734863;0.30000001192092896;;;;;;;;;;;;;;;;;8.774999962993247;;;;;7.722000306844711;7.722000306844711;1.0;17.0,60.0;30.574912763042676;2000.0;1000.0;3000.0;;;;;;;172.0;;;;;2012A&A...548A..79A;;;;2020yCat.9058....0E;2020yCat.9058....0E;2006MNRAS.365.1387C;
MAXI J1910-057;287.59499999999997;-5.798861111111111;1.0;2012ATel.4144....1R;29.902644825881456;-6.844155824783755;XT, XB;0.093;;Swift J1910.2-0546;;;;;;;;;;;;;20.43;0.11;;;;;;0.5294999738439757;0.0110484;782.3000025553029;70806.63286587223;0.3,10.0;;;;;1.8449476440556645;;;;;1.4;;;;;;84.0;2003A&A...404..301R;;;;;2019MNRAS.482.2149L;;2020yCat.9058....0E;2020yCat.9058....0E;;
NGC 6752 CX19;287.7316666666666;-59.988147222222224;1.0246096823514073;2010ApJS..189...37E;336.4904438397524;-25.636152424960322;QNS?, GC;0.226;;J1910-5959#1;;;;;;;;;;;;;;;;;;;;0.03;;;;;;;;;0.10452961672473868;4125.0;4083.9999999999995;4166.0;;;;;;;;56.0;2003A&A...404..301R;;;;;;;2021MNRAS.508.2823C;2021MNRAS.508.2823C;2021MNRAS.505.5957B;
Aql X-1;287.81689672817;0.58494058617;0.00039897123956495915;2022yCat.1355....0G;35.7184415597373;-4.143199306033991;AS, BO, XB, RP, XT;0.7895833333333333;0.00182;3U 1908+00;K7/5;;;4264296556603631872;18.934479;0.005842;1.661118;19111604+0035058;15.782999992370605;0.08900000154972076;15.310999870300293;0.1379999965429306;15.04699993133545;0.14800000190734863;J191116.10+003505.4;15.07699966430664;0.024000000208616257;15.236000061035156;0.04600000008940697;0.5588999788664084;0.353026;277.01200000000006;784.6787488740206;0.2,12.0;;;;;1.9473866859456739;4544.11865;2744.93091;8774.86133;;1.2300000190734863;;0.6000000238418579;0.5;;171.0;22.0;2007A&A...469..807L;2007A&A...469..807L;2003A&A...404..301R;;2022yCat.1355....0G;2003yCat.2246....0C;2021ApJS..253....8M;2020yCat.9058....0E;2020yCat.9058....0E;2018AJ....156...58B;2003A&A...404..301R
GRS 1915+105;288.7982351;10.9459163;0.10338520203588132;2021ApJS..253....8M;45.36591231799664;-0.21912021122321135;MQ, DS, RP, BH, XT, PSH;33.5;;V1487 Aql;K/3;;;;;;;19151155+1056449;15.432000160217285;0.0;14.369000434875488;0.057999998331069946;12.895999908447266;0.06199999898672104;J191511.57+105645.2;11.793999671936035;0.03700000047683716;11.343999862670898;0.03400000184774399;;0.00300016;6238.55;2079405.7650258655;0.2,12.0;3372.940930175781;4699.4400000000005;1.393276697482837;14.0,195.0;;11000.0;7000.0;12000.0;66.0;10.100000381469727;0.4699999988079071;;9.600000381469727;;173.0;1.0;2007A&A...469..807L;;2003A&A...404..301R;;;2003yCat.2246....0C;2014yCat.2328....0C;;;2004MNRAS.354..355J;2003A&A...404..301R
4U 1915-05;289.69940364928;-5.23816796848;0.0032636996261911112;2022yCat.1355....0G;31.357659600713482;-8.463578602332403;AS, NSH, DS, BO, XB, PSH;0.034583333333333334;0.0037;4U 1916-05;WD;20.99;0.05;4211396994895217152;20.837082;0.022037;;;;;;;;;;;;;;0.47039999591642984;422.83061941459306;10000.0;23.65013208798585;2.0,10.0;;;;;1.6390243760154348;8800.0;7500.000000000001;10100.000000000002;;1.4;0.0144;0.4000000059604645;0.699999988079071;;174.0;96.0;2007A&A...469..807L;2007A&A...469..807L;2021MNRAS.503.2776Y;2007A&A...469..807L;2022yCat.1355....0G;;;2020yCat.9058....0E;2020yCat.9058....0E;2004MNRAS.354..355J;2007A&A...465..953I
INTEGRAL1 113;289.7208333333333;-5.253333333333333;;2004ApJ...607L..33B;31.353654735732835;-8.489456980676515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4U 1918+15;290.0708333333333;14.705;;2007A&A...469..807L;49.26911095541858;0.44045392167838804;XT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;175.0;;;;;;;;;;;;
2MAXI J1922-171;290.65416666666664;-17.28363888888889;0.61;2012ApJ...759....8D;20.683891549818114;-14.520534689694061;XT, XB;0.20833333333333334;;Swift J1922.7-1716;M?;23.4;;;;;;;;;;;;;;;;;;0.15;0.010522228604482405;250.00000000000003;23759.22529315715;0.5,10.0;;100.0;;15.0,50.0;0.5226480836236934;;;4800.0;;1.4;;;0.12;;;;2011ATel.3742....1H;;2011ATel.3742....1H;2011ATel.3742....1H;;;;2012ApJ...759....8D;2012ApJ...759....8D;2012ApJ...759....8D;
IGR J19308+0530;292.71148217295;5.51613829189;2.8770297183032364e-05;2022yCat.1355....0G;42.380707502709036;-6.185236111822725;QNS?;0.6109166666666667;;TYC 486-295-1;F8-G0V-III;;;4294249387962232576;10.603388;0.003159;0.817036;19305075+0530582;9.616999626159668;0.03200000151991844;9.244999885559082;0.023000000044703484;9.130000114440918;0.023000000044703484;J193050.75+053058.0;8.822999954223633;0.009999999776482582;8.979000091552734;0.00800000037997961;0.15;;0.27690000000000003;;0.1,10.0;;;;;0.3725000023841858;321.1317;295.2092;327.6182;52.0;1.4;2.492;;;;;;2013MNRAS.431L..10R;;2018A&A...618A.150F;;2022yCat.1355....0G;2003yCat.2246....0C;2021ApJS..253....8M;2018A&A...618A.150F;2022yCat.1355....0G;2022yCat.1355....0G;2013MNRAS.431L..10R
[GPG2012] X1;295.3086666666666;40.23488888888889;1.07;2012ApJ...745...57G;74.01463333639012;8.514825933828712;QNS?, XT?;;;;;;;;;;;;;;;;;;;;;;;0.083;0.026253138518878998;0.0347283;1.322824696751072;0.2,12.0;;;;;0.289198606271777;2340.0;2280.0;2400.0;;;;;;;;;;;;;;;;1995A&A...293..889P;1995A&A...293..889P;2011ApJ...729L..10B;
XB 1940-04;295.6583333333333;-3.9;;2007A&A...469..807L;35.300788737304735;-13.1626074563309;XB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;;;;;176.0;;;;;;;;;;;;
MAXI J1957+032;299.16291666666666;3.4454722222222225;0.9;2019MNRAS.482.2149L;43.64550283983877;-12.825686879304843;XT, XP;0.042280624999999995;0.0031883308062763114;;M6;;;;;;;;;;;;22.29;0.15;;;;;;0.3092999885009042;0.00509282;250.00000000000003;49088.71705656199;3.0,10.0;;55.0;;20.0,60.0;1.0777003083655199;5000.0;3000.0;7000.0;;1.4;0.085;;;;;;2022MNRAS.516L..76S;2022MNRAS.516L..76S;2019MNRAS.482.2149L;;;2019MNRAS.482.2149L;;2020yCat.9058....0E;2020yCat.9058....0E;2017ApJ...851..114R;2022MNRAS.516L..76S
